order_id,order_date,ship_date,ship_mode,order_priority,market,region,customer_id
MX-2014-DN1369018-41688,2014-02-18,2014-02-22,Standard Class,Medium,LATAM,South America,DN-1369018
IN-2014-AS1013558-41817,2014-06-27,2014-07-03,Standard Class,Medium,Asia Pacific,Southern Asia,AS-1013558
MX-2015-RB1943582-42041,2015-02-06,2015-02-10,Second Class,High,LATAM,Central America,RB-1943582
CA-2015-AC10615140-42059,2015-02-24,2015-03-03,Standard Class,Low,USCA,Western US,AC-106151404
IN-2015-NM184457-42284,2015-10-07,2015-10-10,Second Class,Critical,Asia Pacific,Oceania,NM-184457
US-2015-MC181305-42318,2015-11-10,2015-11-15,Second Class,Medium,LATAM,South America,MC-181305
IN-2015-JH1618058-42277,2015-09-30,2015-10-02,Second Class,Critical,Asia Pacific,Southern Asia,JH-1618058
CA-2013-AC10615140-41532,2013-09-15,2013-09-20,Standard Class,Medium,USCA,Eastern US,AC-106151406
US-2012-LD170055-41220,2012-11-07,2012-11-09,Second Class,Critical,LATAM,South America,LD-170055
IN-2015-KN1645058-42109,2015-04-15,2015-04-19,Standard Class,Medium,Asia Pacific,Southern Asia,KN-1645058
ES-2012-MM1828048-41031,2012-05-02,2012-05-06,Second Class,High,Europe,Western Europe,MM-1828048
IN-2012-KH1633027-41129,2012-08-08,2012-08-10,Second Class,High,Asia Pacific,Eastern Asia,KH-1633027
MX-2014-TB2117531-41814,2014-06-24,2014-06-26,Second Class,Medium,LATAM,Caribbean,TB-2117531
MX-2012-DK1289582-41066,2012-06-06,2012-06-13,Standard Class,Medium,LATAM,Central America,DK-1289582
IT-2012-XP2186534-41247,2012-12-04,2012-12-09,Standard Class,High,Europe,Northern Europe,XP-2186534
IN-2012-AO108107-41251,2012-12-08,2012-12-13,Standard Class,Medium,Asia Pacific,Oceania,AO-108107
NG-2014-SC1068094-41864,2014-08-13,2014-08-18,Second Class,Medium,Africa,Western Africa,SC-1068094
MX-2013-TS2143051-41607,2013-11-29,2013-12-05,Standard Class,Low,LATAM,Central America,TS-2143051
ES-2015-RD1966048-42131,2015-05-07,2015-05-09,Second Class,High,Europe,Western Europe,RD-1966048
IN-2014-DB1340511-42000,2014-12-27,2014-12-27,Same Day,High,Asia Pacific,Southern Asia,DB-1340511
CA-2015-AC10615140-42363,2015-12-25,2015-12-30,Standard Class,High,USCA,Eastern US,AC-106151406
ES-2014-LC1693045-41823,2014-07-03,2014-07-07,Standard Class,Medium,Europe,Western Europe,LC-1693045
ES-2013-SK1999045-41471,2013-07-16,2013-07-19,First Class,High,Europe,Western Europe,SK-1999045
ES-2014-CK12205139-41923,2014-10-11,2014-10-13,Second Class,High,Europe,Northern Europe,CK-12205139
ES-2014-DM1295548-41747,2014-04-18,2014-04-21,Second Class,High,Europe,Western Europe,DM-1295548
ES-2014-RM1937545-41643,2014-01-04,2014-01-08,Standard Class,Medium,Europe,Western Europe,RM-1937545
SA-2012-RL9615110-41188,2012-10-06,2012-10-10,Standard Class,High,Asia Pacific,Western Asia,RL-9615110
IN-2012-GG1465027-40992,2012-03-24,2012-03-25,First Class,Critical,Asia Pacific,Eastern Asia,GG-1465027
MX-2015-KB1624039-42364,2015-12-26,2015-12-30,Standard Class,Medium,LATAM,Central America,KB-1624039
ES-2014-CS1240045-41740,2014-04-11,2014-04-13,First Class,Critical,Europe,Western Europe,CS-1240045
MX-2014-NP1867082-41951,2014-11-08,2014-11-15,Standard Class,Low,LATAM,Central America,NP-1867082
ES-2012-JH1618048-40996,2012-03-28,2012-03-29,First Class,Critical,Europe,Western Europe,JH-1618048
IN-2014-TB2140066-41873,2014-08-22,2014-08-26,Standard Class,Medium,Asia Pacific,Eastern Asia,TB-2140066
IN-2013-MD1786058-41544,2013-09-27,2013-10-03,Standard Class,Medium,Asia Pacific,Southern Asia,MD-1786058
TU-2013-MA7560134-41497,2013-08-11,2013-08-15,Second Class,High,Asia Pacific,Western Asia,MA-7560134
UP-2013-HG4845137-41593,2013-11-15,2013-11-17,Second Class,Critical,Europe,Eastern Europe,HG-4845137
ES-2012-BS1159045-41020,2012-04-21,2012-04-25,Standard Class,High,Europe,Western Europe,BS-1159045
MX-2015-MH1729082-42272,2015-09-25,2015-09-29,Standard Class,High,LATAM,Central America,MH-1729082
IT-2013-MG1768045-41630,2013-12-22,2013-12-24,Second Class,High,Europe,Western Europe,MG-1768045
ES-2014-CC126858-41973,2014-11-30,2014-12-04,Standard Class,Medium,Europe,Western Europe,CC-126858
MX-2013-CP1208539-41377,2013-04-13,2013-04-15,First Class,High,LATAM,Central America,CP-1208539
ID-2014-BV1124599-41943,2014-10-31,2014-11-05,Standard Class,High,Asia Pacific,Oceania,BV-1124599
PL-2014-PB8805103-41928,2014-10-16,2014-10-22,Standard Class,Medium,Europe,Eastern Europe,PB-8805103
IN-2012-AR10345144-41069,2012-06-09,2012-06-12,First Class,Critical,Asia Pacific,Southeastern Asia,AR-10345144
CA-2015-AC10615140-42088,2015-03-25,2015-03-26,Same Day,Medium,USCA,Central US,AC-106151402
IN-2012-TH212357-41139,2012-08-18,2012-08-18,Same Day,High,Asia Pacific,Oceania,TH-212357
ES-2014-DP1300048-41989,2014-12-16,2014-12-19,First Class,Critical,Europe,Western Europe,DP-1300048
IN-2015-PB1880558-42314,2015-11-06,2015-11-11,Standard Class,Medium,Asia Pacific,Southern Asia,PB-1880558
ES-2013-EB14110139-41527,2013-09-10,2013-09-15,Standard Class,High,Europe,Northern Europe,EB-14110139
MX-2015-KD1627093-42287,2015-10-10,2015-10-13,First Class,Medium,LATAM,Central America,KD-1627093
IN-2014-MV181907-41646,2014-01-07,2014-01-11,Standard Class,Medium,Asia Pacific,Oceania,MV-181907
US-2013-LS1724518-41531,2013-09-14,2013-09-19,Standard Class,Medium,LATAM,South America,LS-1724518
ID-2015-FH14365102-42245,2015-08-29,2015-09-03,Standard Class,Medium,Asia Pacific,Southeastern Asia,FH-14365102
MX-2014-DL1333031-41741,2014-04-12,2014-04-14,First Class,High,LATAM,Caribbean,DL-1333031
MX-2012-AW1084031-41072,2012-06-12,2012-06-17,Standard Class,Medium,LATAM,Caribbean,AW-1084031
IN-2012-BF1121558-40955,2012-02-16,2012-02-21,Standard Class,Medium,Asia Pacific,Southern Asia,BF-1121558
IT-2015-CR1273045-42347,2015-12-09,2015-12-13,Standard Class,High,Europe,Western Europe,CR-1273045
ES-2013-NS18505139-41530,2013-09-13,2013-09-15,First Class,Critical,Europe,Northern Europe,NS-18505139
CA-2012-AS10630140-41249,2012-12-06,2012-12-12,Standard Class,Medium,USCA,Western US,AS-106301404
IT-2013-SS2014045-41611,2013-12-03,2013-12-07,Standard Class,High,Europe,Western Europe,SS-2014045
ID-2015-BT11440102-42318,2015-11-10,2015-11-15,Standard Class,Medium,Asia Pacific,Southeastern Asia,BT-11440102
IN-2015-AP1091558-42258,2015-09-11,2015-09-12,First Class,Medium,Asia Pacific,Southern Asia,AP-1091558
MX-2015-MP1796518-42189,2015-07-04,2015-07-08,Standard Class,Medium,LATAM,South America,MP-1796518
MX-2012-TT2107036-41224,2012-11-11,2012-11-13,Second Class,Critical,LATAM,Caribbean,TT-2107036
IR-2015-JC538560-42266,2015-09-19,2015-09-24,Second Class,Medium,Asia Pacific,Southern Asia,JC-538560
CA-2015-AS10630140-42277,2015-09-30,2015-10-06,Standard Class,Medium,USCA,Central US,AS-106301402
SA-2012-HR4770110-41213,2012-10-31,2012-11-01,First Class,Medium,Asia Pacific,Western Asia,HR-4770110
ZA-2015-DB3615146-42262,2015-09-15,2015-09-21,Standard Class,Medium,Africa,Eastern Africa,DB-3615146
ES-2012-TB216258-41236,2012-11-23,2012-11-25,First Class,High,Europe,Western Europe,TB-216258
MX-2013-RF1984055-41550,2013-10-03,2013-10-05,Second Class,High,LATAM,Central America,RF-1984055
MX-2014-ME1801082-41934,2014-10-22,2014-10-25,First Class,Medium,LATAM,Central America,ME-1801082
ID-2014-MS177707-41971,2014-11-28,2014-12-05,Standard Class,Medium,Asia Pacific,Oceania,MS-177707
ID-2013-BM1178592-41356,2013-03-23,2013-03-28,Standard Class,High,Asia Pacific,Oceania,BM-1178592
IN-2014-AA1064558-41779,2014-05-20,2014-05-24,Standard Class,High,Asia Pacific,Southern Asia,AA-1064558
MX-2015-HL1504039-42333,2015-11-25,2015-11-29,Standard Class,Medium,LATAM,Central America,HL-1504039
PL-2015-JK6120103-42176,2015-06-21,2015-06-25,Second Class,Medium,Europe,Eastern Europe,JK-6120103
ES-2015-SS20590139-42220,2015-08-04,2015-08-07,First Class,Medium,Europe,Northern Europe,SS-20590139
US-2013-AS10630140-41520,2013-09-03,2013-09-08,Standard Class,Medium,USCA,Western US,AS-106301404
IN-2014-KB1658558-41994,2014-12-21,2014-12-26,Standard Class,Medium,Asia Pacific,Southern Asia,KB-1658558
ID-2013-SB20185118-41433,2013-06-08,2013-06-10,Second Class,High,Asia Pacific,Eastern Asia,SB-20185118
US-2014-AS10630140-41905,2014-09-23,2014-09-29,Standard Class,Medium,USCA,Southern US,AS-106301408
ES-2012-HD1478548-41068,2012-06-08,2012-06-08,Same Day,Critical,Europe,Western Europe,HD-1478548
IN-2015-SC2038027-42229,2015-08-13,2015-08-18,Standard Class,Medium,Asia Pacific,Eastern Asia,SC-2038027
IN-2015-EG139007-42110,2015-04-16,2015-04-21,Standard Class,Medium,Asia Pacific,Oceania,EG-139007
ID-2012-SW2045592-41051,2012-05-22,2012-05-25,Second Class,Medium,Asia Pacific,Oceania,SW-2045592
ES-2015-SD20485139-42354,2015-12-16,2015-12-23,Standard Class,Medium,Europe,Northern Europe,SD-20485139
ID-2014-MJ1774058-41814,2014-06-24,2014-06-28,Standard Class,High,Asia Pacific,Southern Asia,MJ-1774058
ES-2014-TB2119045-41828,2014-07-08,2014-07-10,Second Class,Critical,Europe,Western Europe,TB-2119045
MO-2015-GH442586-42020,2015-01-16,2015-01-20,Standard Class,High,Africa,North Africa,GH-442586
IN-2015-MO1780027-42311,2015-11-03,2015-11-06,First Class,Medium,Asia Pacific,Eastern Asia,MO-1780027
CA-2012-AS10630140-41121,2012-07-31,2012-08-05,Standard Class,High,USCA,Eastern US,AS-106301406
MX-2014-MM1805582-41901,2014-09-19,2014-09-23,Second Class,Medium,LATAM,Central America,MM-1805582
MX-2012-JH1618051-41102,2012-07-12,2012-07-14,First Class,High,LATAM,Central America,JH-1618051
ES-2015-TH2110048-42306,2015-10-29,2015-11-02,Standard Class,High,Europe,Western Europe,TH-2110048
ES-2014-AG1039045-41956,2014-11-13,2014-11-18,Standard Class,High,Europe,Western Europe,AG-1039045
IT-2013-AA1048045-41516,2013-08-30,2013-09-02,Second Class,Medium,Europe,Western Europe,AA-1048045
ES-2013-MG18205120-41384,2013-04-20,2013-04-23,First Class,Critical,Europe,Southern Europe,MG-18205120
MX-2013-SB2018593-41312,2013-02-07,2013-02-09,Second Class,High,LATAM,Central America,SB-2018593
IT-2014-AG10675139-41650,2014-01-11,2014-01-15,Standard Class,High,Europe,Northern Europe,AG-10675139
ES-2013-MY1829548-41535,2013-09-18,2013-09-23,Standard Class,Medium,Europe,Western Europe,MY-1829548
SF-2015-GB4575117-42117,2015-04-23,2015-04-23,Same Day,High,Africa,Southern Africa,GB-4575117
IT-2015-PA1906048-42295,2015-10-18,2015-10-22,Standard Class,Medium,Europe,Western Europe,PA-1906048
SF-2014-CA2775117-41892,2014-09-10,2014-09-14,Standard Class,High,Africa,Southern Africa,CA-2775117
ES-2013-KE1642091-41539,2013-09-22,2013-09-24,First Class,High,Europe,Western Europe,KE-1642091
MX-2013-CV1229536-41538,2013-09-21,2013-09-24,Second Class,High,LATAM,Caribbean,CV-1229536
ES-2014-PG18895139-41704,2014-03-06,2014-03-08,First Class,High,Europe,Northern Europe,PG-18895139
IT-2013-Dl1360045-41570,2013-10-23,2013-10-27,Second Class,High,Europe,Western Europe,Dl-1360045
IN-2015-DV1346558-42175,2015-06-20,2015-06-26,Standard Class,Low,Asia Pacific,Southern Asia,DV-1346558
ES-2015-SP2054545-42342,2015-12-04,2015-12-05,First Class,High,Europe,Western Europe,SP-2054545
IN-2013-HJ148757-41398,2013-05-04,2013-05-10,Standard Class,Low,Asia Pacific,Oceania,HJ-148757
NI-2013-PO918095-41527,2013-09-10,2013-09-12,First Class,Critical,Africa,Western Africa,PO-918095
ID-2014-CK122057-41915,2014-10-03,2014-10-03,Same Day,Medium,Asia Pacific,Oceania,CK-122057
IN-2013-JM152657-41403,2013-05-09,2013-05-12,First Class,High,Asia Pacific,Oceania,JM-152657
ES-2015-AB1001564-42117,2015-04-23,2015-04-28,Standard Class,Medium,Europe,Southern Europe,AB-1001564
ES-2014-CC1210064-41832,2014-07-12,2014-07-16,Standard Class,High,Europe,Southern Europe,CC-1210064
US-2015-NC1853582-42028,2015-01-24,2015-01-29,Second Class,Medium,LATAM,Central America,NC-1853582
IN-2015-ME173207-42361,2015-12-23,2015-12-30,Standard Class,Low,Asia Pacific,Oceania,ME-173207
CA-2015-AS10630140-42125,2015-05-01,2015-05-06,Standard Class,Medium,USCA,Southern US,AS-106301408
CG-2015-GZ447033-42220,2015-08-04,2015-08-09,Second Class,Medium,Africa,Central Africa,GZ-447033
ES-2013-BF1117048-41527,2013-09-10,2013-09-17,Standard Class,Low,Europe,Western Europe,BF-1117048
MX-2013-MC1763539-41496,2013-08-10,2013-08-13,Second Class,Critical,LATAM,Central America,MC-1763539
ID-2013-CC126857-41572,2013-10-25,2013-10-29,Standard Class,Medium,Asia Pacific,Oceania,CC-126857
ID-2015-LS1694559-42149,2015-05-25,2015-05-29,Standard Class,High,Asia Pacific,Southeastern Asia,LS-1694559
ES-2015-JE15745120-42249,2015-09-02,2015-09-06,Standard Class,Medium,Europe,Southern Europe,JE-15745120
ZA-2014-JK5730146-41886,2014-09-04,2014-09-10,Standard Class,Medium,Africa,Eastern Africa,JK-5730146
US-2012-AR1057055-41019,2012-04-20,2012-04-23,First Class,High,LATAM,Central America,AR-1057055
ES-2013-AJ1094548-41444,2013-06-19,2013-06-26,Standard Class,Medium,Europe,Western Europe,AJ-1094548
IN-2013-JJ157607-41593,2013-11-15,2013-11-20,Standard Class,High,Asia Pacific,Oceania,JJ-157607
ID-2013-TS215057-41599,2013-11-21,2013-11-23,Second Class,High,Asia Pacific,Oceania,TS-215057
ES-2015-AB1001545-42047,2015-02-12,2015-02-16,Standard Class,Medium,Europe,Western Europe,AB-1001545
MX-2013-DM1295518-41438,2013-06-13,2013-06-15,First Class,High,LATAM,South America,DM-1295518
IT-2014-BF1108034-41790,2014-05-31,2014-06-06,Standard Class,Low,Europe,Northern Europe,BF-1108034
US-2014-TC2098055-41958,2014-11-15,2014-11-21,Standard Class,Medium,LATAM,Central America,TC-2098055
IN-2014-RB195707-41784,2014-05-25,2014-05-27,Second Class,Critical,Asia Pacific,Oceania,RB-195707
MX-2012-DB1321018-41066,2012-06-06,2012-06-09,First Class,Critical,LATAM,South America,DB-1321018
IN-2012-RR1931558-41194,2012-10-12,2012-10-18,Standard Class,Medium,Asia Pacific,Southern Asia,RR-1931558
IN-2013-JM152507-41564,2013-10-17,2013-10-22,Standard Class,Medium,Asia Pacific,Oceania,JM-152507
MX-2015-AB1025531-42229,2015-08-13,2015-08-20,Standard Class,Medium,LATAM,Caribbean,AB-1025531
US-2015-KB1660051-42182,2015-06-27,2015-07-01,Standard Class,Medium,LATAM,Central America,KB-1660051
IN-2014-Co1264066-41833,2014-07-13,2014-07-15,First Class,High,Asia Pacific,Eastern Asia,Co-1264066
ES-2015-JW1522045-42101,2015-04-07,2015-04-11,Standard Class,Medium,Europe,Western Europe,JW-1522045
ES-2015-BM1165045-42176,2015-06-21,2015-06-23,Second Class,High,Europe,Western Europe,BM-1165045
MX-2015-SW2075528-42224,2015-08-08,2015-08-10,Second Class,Critical,LATAM,South America,SW-2075528
IN-2015-RB1946558-42355,2015-12-17,2015-12-23,Standard Class,Medium,Asia Pacific,Southern Asia,RB-1946558
MG-2015-AM36084-42194,2015-07-09,2015-07-11,Second Class,Critical,Asia Pacific,Eastern Asia,AM-36084
ID-2015-JK15730102-42110,2015-04-16,2015-04-23,Standard Class,Medium,Asia Pacific,Southeastern Asia,JK-15730102
ID-2014-JJ1576027-41880,2014-08-29,2014-09-02,Second Class,Medium,Asia Pacific,Eastern Asia,JJ-1576027
ES-2015-AS1028545-42014,2015-01-10,2015-01-14,Standard Class,Medium,Europe,Western Europe,AS-1028545
IN-2015-CJ1187527-42089,2015-03-26,2015-03-30,Standard Class,High,Asia Pacific,Eastern Asia,CJ-1187527
MX-2012-DP1310582-41236,2012-11-23,2012-11-27,Standard Class,Medium,LATAM,Central America,DP-1310582
US-2015-AS10630140-42081,2015-03-18,2015-03-24,Standard Class,Medium,USCA,Southern US,AS-106301408
CA-2014-AA10645140-41825,2014-07-05,2014-07-07,First Class,High,USCA,Western US,AA-106451404
US-2015-BW112005-42188,2015-07-03,2015-07-05,Second Class,High,LATAM,South America,BW-112005
ES-2013-DB1361548-41427,2013-06-02,2013-06-06,Standard Class,High,Europe,Western Europe,DB-1361548
ES-2013-MG176808-41611,2013-12-03,2013-12-08,Standard Class,High,Europe,Western Europe,MG-176808
IN-2015-BS1166558-42250,2015-09-03,2015-09-06,First Class,Critical,Asia Pacific,Southern Asia,BS-1166558
ID-2015-DB136607-42200,2015-07-15,2015-07-20,Standard Class,Medium,Asia Pacific,Oceania,DB-136607
IN-2014-LC1687058-41702,2014-03-04,2014-03-09,Standard Class,Medium,Asia Pacific,Southern Asia,LC-1687058
ES-2014-RA1988545-41803,2014-06-13,2014-06-15,Second Class,High,Europe,Western Europe,RA-1988545
ID-2014-RD197207-41776,2014-05-17,2014-05-21,Standard Class,High,Asia Pacific,Oceania,RD-197207
MX-2012-SM2095018-41229,2012-11-16,2012-11-19,First Class,High,LATAM,South America,SM-2095018
MX-2013-JG1516082-41542,2013-09-25,2013-10-01,Standard Class,Medium,LATAM,Central America,JG-1516082
CA-2013-AA10645140-41595,2013-11-17,2013-11-24,Standard Class,Medium,USCA,Central US,AA-106451402
CA-2012-AA10645140-41081,2012-06-21,2012-06-26,Standard Class,High,USCA,Eastern US,AA-106451406
IN-2014-Dl136007-42003,2014-12-30,2015-01-01,Second Class,High,Asia Pacific,Oceania,Dl-136007
IN-2013-MZ173357-41340,2013-03-07,2013-03-10,First Class,High,Asia Pacific,Oceania,MZ-173357
IT-2015-LW1699064-42238,2015-08-22,2015-08-24,Second Class,High,Europe,Southern Europe,LW-1699064
ES-2014-TB21595120-41800,2014-06-10,2014-06-11,First Class,High,Europe,Southern Europe,TB-21595120
ES-2012-KH1663048-40941,2012-02-02,2012-02-05,First Class,High,Europe,Western Europe,KH-1663048
MX-2012-RA1991518-40912,2012-01-04,2012-01-09,Second Class,Medium,LATAM,South America,RA-1991518
ES-2015-MG17875139-42244,2015-08-28,2015-08-30,Second Class,High,Europe,Northern Europe,MG-17875139
US-2014-DV1304554-41915,2014-10-03,2014-10-07,Second Class,High,LATAM,Caribbean,DV-1304554
MX-2015-TA2138582-42272,2015-09-25,2015-09-29,Standard Class,Medium,LATAM,Central America,TA-2138582
CA-2012-AA10645140-41243,2012-11-30,2012-12-02,First Class,High,USCA,Eastern US,AA-106451406
MX-2012-MC1742582-41115,2012-07-25,2012-07-30,Standard Class,High,LATAM,Central America,MC-1742582
MX-2014-DL1349593-41832,2014-07-12,2014-07-12,Same Day,High,LATAM,Central America,DL-1349593
ES-2013-CD1198045-41633,2013-12-25,2013-12-28,Second Class,High,Europe,Western Europe,CD-1198045
MX-2015-DB1336018-42280,2015-10-03,2015-10-04,First Class,High,LATAM,South America,DB-1336018
IN-2015-JP154607-42253,2015-09-06,2015-09-08,First Class,Critical,Asia Pacific,Oceania,JP-154607
IN-2014-KD164957-41901,2014-09-19,2014-09-19,Same Day,High,Asia Pacific,Oceania,KD-164957
IN-2012-TH215507-41109,2012-07-19,2012-07-21,First Class,Critical,Asia Pacific,Oceania,TH-215507
CA-2014-AA10645140-41887,2014-09-05,2014-09-09,Standard Class,High,USCA,Southern US,AA-106451408
ES-2015-EM14200139-42283,2015-10-06,2015-10-10,Standard Class,High,Europe,Northern Europe,EM-14200139
IT-2015-BT1144091-42052,2015-02-17,2015-02-18,First Class,Medium,Europe,Western Europe,BT-1144091
IN-2012-KB1660058-41046,2012-05-17,2012-05-19,Second Class,High,Asia Pacific,Southern Asia,KB-1660058
AU-2013-SK99908-41376,2013-04-12,2013-04-14,Second Class,High,Europe,Western Europe,SK-99908
ES-2015-HM1486045-42365,2015-12-27,2016-01-02,Standard Class,Low,Europe,Western Europe,HM-1486045
ES-2013-JH1618064-41574,2013-10-27,2013-10-31,Standard Class,High,Europe,Southern Europe,JH-1618064
SU-2015-BD1725122-42253,2015-09-06,2015-09-11,Standard Class,Medium,Africa,North Africa,BD-1725122
IN-2014-NG1843058-41996,2014-12-23,2014-12-28,Standard Class,Medium,Asia Pacific,Southern Asia,NG-1843058
ES-2015-PT1909048-42223,2015-08-07,2015-08-10,First Class,Medium,Europe,Western Europe,PT-1909048
IT-2013-BF1102045-41418,2013-05-24,2013-05-29,Standard Class,High,Europe,Western Europe,BF-1102045
IN-2015-GH1448566-42080,2015-03-17,2015-03-23,Standard Class,Medium,Asia Pacific,Eastern Asia,GH-1448566
ES-2013-TZ2144545-41507,2013-08-21,2013-08-26,Second Class,Medium,Europe,Western Europe,TZ-2144545
IN-2014-JL1517527-41962,2014-11-19,2014-11-23,Standard Class,Medium,Asia Pacific,Eastern Asia,JL-1517527
ES-2014-DW1348048-41875,2014-08-24,2014-08-27,Second Class,Critical,Europe,Western Europe,DW-1348048
IN-2014-VT2170027-41877,2014-08-26,2014-08-30,Standard Class,Medium,Asia Pacific,Eastern Asia,VT-2170027
TU-2013-TA11385134-41326,2013-02-21,2013-02-27,Standard Class,Low,Asia Pacific,Western Asia,TA-11385134
ES-2013-SG20890139-41577,2013-10-30,2013-11-03,Standard Class,Medium,Europe,Northern Europe,SG-20890139
ES-2015-JB16000139-42273,2015-09-26,2015-09-29,First Class,Medium,Europe,Northern Europe,JB-16000139
IN-2014-Dl1360078-41898,2014-09-16,2014-09-21,Standard Class,Medium,Asia Pacific,Southeastern Asia,Dl-1360078
IN-2012-SC207707-41062,2012-06-02,2012-06-05,First Class,High,Asia Pacific,Oceania,SC-207707
MX-2012-TP2141531-40948,2012-02-09,2012-02-11,Second Class,High,LATAM,Caribbean,TP-2141531
